sample_id,source,dataset_name,retriever,top_k,chunk_size,overlap,reasoning_type,context_length,evidence_position,evidence_density,distractor_similarity,gold_evidence_ids,retrieved_evidence_ids,retrieved_chunk_indices,retrieved_passage_count,gold_passage_count,oracle_hit_rate,full_chain_coverage,retrieval_precision,retrieval_recall,retrieval_f1,distractor_id_rate
hotpotqa_5adbf0a255429947ff17385a,hotpotqa,hotpotqa_oncu_200,oracle,8,220,40,comparison,4000,front,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5adbf0a255429947ff17385a,hotpotqa,hotpotqa_oncu_200,oracle,16,220,40,comparison,4000,front,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,lexical,3,220,40,comparison,8000,middle,low,unknown,p0001;p0002,,40;29;7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,lexical,5,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0006;p0008;p0010;p0011,40;29;7;18;20,4.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,lexical,8,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0006;p0008;p0010;p0011;p0012;p0001,40;29;7;18;20;21;31;42,6.0,2.0,1.0,0.0,0.16666666666666666,0.5,0.25,0.8333333333333334
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,lexical,16,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0006;p0008;p0010;p0011;p0012;p0001;p0009;p0003;p0002,40;29;7;18;20;21;31;42;32;30;19;43;9;10;41;22,9.0,2.0,1.0,1.0,0.2222222222222222,1.0,0.3636363636363636,0.7777777777777778
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,dense,3,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002;p0012,22;21;32,3.0,2.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.3333333333333333
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,dense,5,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002;p0012,22;21;32;7;29,3.0,2.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.3333333333333333
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,dense,8,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002;p0012;p0006;p0008,22;21;32;7;29;40;18;43,5.0,2.0,1.0,1.0,0.4,1.0,0.5714285714285715,0.6
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,dense,16,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002;p0012;p0006;p0008;p0010;p0011;p0003;p0009;p0004,22;21;32;7;29;40;18;43;20;10;9;19;11;31;33;0,10.0,2.0,1.0,1.0,0.2,1.0,0.33333333333333337,0.8
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,hybrid,3,220,40,comparison,8000,middle,low,unknown,p0001;p0002,,40;29;7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,hybrid,5,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0012;p0001;p0006;p0008,40;29;7;21;18,4.0,2.0,1.0,0.0,0.25,0.5,0.3333333333333333,0.75
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,hybrid,8,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0012;p0001;p0006;p0008;p0010;p0011;p0002,40;29;7;21;18;32;20;22,7.0,2.0,1.0,1.0,0.2857142857142857,1.0,0.4444444444444445,0.7142857142857143
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,hybrid,16,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0012;p0001;p0006;p0008;p0010;p0011;p0002;p0009;p0003;p0004,40;29;7;21;18;32;20;22;43;31;19;10;9;42;11;41,10.0,2.0,1.0,1.0,0.2,1.0,0.33333333333333337,0.8
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,iterative,3,220,40,comparison,8000,middle,low,unknown,p0001;p0002,,29;40;7,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,iterative,5,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0006;p0008;p0012;p0001,29;40;7;18;21,4.0,2.0,1.0,0.0,0.25,0.5,0.3333333333333333,0.75
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,iterative,8,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0006;p0008;p0012;p0001,29;40;7;18;21;32;5;39,4.0,2.0,1.0,0.0,0.25,0.5,0.3333333333333333,0.75
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,iterative,16,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0006;p0008;p0012;p0001;p0010;p0011,29;40;7;18;21;32;5;39;43;17;6;9;42;20;28;31,6.0,2.0,1.0,0.0,0.16666666666666666,0.5,0.25,0.8333333333333334
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,oracle,3,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,oracle,5,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,oracle,8,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ab56e32554299637185c594,hotpotqa,hotpotqa_oncu_200,oracle,16,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,lexical,3,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,21;35;74,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,lexical,5,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,21;35;74;63;80,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,lexical,8,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,21;35;74;63;80;7;83;60,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,lexical,16,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,21;35;74;63;80;7;83;60;10;49;27;55;41;86;38;66,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,dense,3,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,36;50;22,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,dense,5,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,36;50;22;39;75,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,dense,8,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,36;50;22;39;75;25;61;84,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,dense,16,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,36;50;22;39;75;25;61;84;53;64;8;11;47;87;81;67,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,hybrid,3,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,35;36;22,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,hybrid,5,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,35;36;22;21;50,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,hybrid,8,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,35;36;22;21;50;60;80;61,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,hybrid,16,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,35;36;22;21;50;60;80;61;74;7;75;10;63;8;49;39,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,iterative,3,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,21;80;74,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,iterative,5,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,21;80;74;35;60,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,iterative,8,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,21;80;74;35;60;7;49;83,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,iterative,16,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,,21;80;74;35;60;7;49;83;63;46;32;18;4;71;10;43,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,oracle,3,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,p0001;p0002;p0003,0;1;2,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,oracle,5,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,p0001;p0002;p0003,0;1;2,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,oracle,8,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,p0001;p0002;p0003,0;1;2,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ab6d09255429954757d337d,hotpotqa,hotpotqa_oncu_200,oracle,16,220,40,multi_hop,16000,end,medium,unknown,p0001;p0002;p0003,p0001;p0002;p0003,0;1;2,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,lexical,3,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,,12;21;18,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,lexical,5,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0002;p0014,12;21;18;9;0,2.0,4.0,1.0,0.0,0.5,0.25,0.3333333333333333,0.5
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,lexical,8,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0002;p0014;p0005;p0007,12;21;18;9;0;2;3;5,4.0,4.0,1.0,0.0,0.25,0.25,0.25,0.75
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,lexical,16,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0002;p0014;p0005;p0007;p0001;p0004;p0010;p0011;p0012;p0013;p0008,12;21;18;9;0;2;3;5;1;7;15;8;20;4;14;6,11.0,4.0,1.0,0.0,0.2727272727272727,0.75,0.39999999999999997,0.7272727272727273
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,dense,3,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0004;p0005;p0007,1;18;5,4.0,4.0,1.0,0.0,0.5,0.5,0.5,0.5
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,dense,5,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0004;p0005;p0007;p0010;p0011;p0012,1;18;5;14;7,7.0,4.0,1.0,0.0,0.2857142857142857,0.5,0.36363636363636365,0.7142857142857143
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,dense,8,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0004;p0005;p0007;p0010;p0011;p0012,1;18;5;14;7;2;12;21,7.0,4.0,1.0,0.0,0.2857142857142857,0.5,0.36363636363636365,0.7142857142857143
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,dense,16,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0004;p0005;p0007;p0010;p0011;p0012;p0008;p0013;p0003,1;18;5;14;7;2;12;21;0;15;6;3;20;8;19;13,10.0,4.0,1.0,0.0,0.3,0.75,0.4285714285714285,0.7
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,hybrid,3,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0004,18;12;1,2.0,4.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,hybrid,5,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0004;p0005;p0007,18;12;1;21;5,4.0,4.0,1.0,0.0,0.5,0.5,0.5,0.5
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,hybrid,8,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0004;p0005;p0007;p0010;p0011;p0012,18;12;1;21;5;2;0;7,7.0,4.0,1.0,0.0,0.2857142857142857,0.5,0.36363636363636365,0.7142857142857143
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,hybrid,16,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0004;p0005;p0007;p0010;p0011;p0012;p0002;p0014;p0013;p0008,18;12;1;21;5;2;0;7;14;3;9;15;8;20;6;4,11.0,4.0,1.0,0.0,0.2727272727272727,0.75,0.39999999999999997,0.7272727272727273
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,iterative,3,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0004,12;18;1,2.0,4.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,iterative,5,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0004,12;18;1;2;0,2.0,4.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,iterative,8,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0004;p0005;p0007;p0002;p0014,12;18;1;2;0;21;5;9,6.0,4.0,1.0,0.0,0.5,0.75,0.6,0.5
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,iterative,16,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0004;p0005;p0007;p0002;p0014;p0010;p0011;p0012;p0008,12;18;1;2;0;21;5;9;20;11;7;10;4;17;3;6,10.0,4.0,1.0,0.0,0.3,0.75,0.4285714285714285,0.7
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,oracle,3,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0002;p0003,0;1;2,3.0,4.0,1.0,0.0,1.0,0.75,0.8571428571428571,0.0
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,oracle,5,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0002;p0003;p0004,0;1;2;3,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,oracle,8,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0002;p0003;p0004,0;1;2;3,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5adddccd5542997dc7907069,hotpotqa,hotpotqa_oncu_200,oracle,16,220,40,multi_hop,4000,scattered,medium,unknown,p0001;p0002;p0003;p0004,p0001;p0002;p0003;p0004,0;1;2;3,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,lexical,3,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,p0001;p0002;p0003,1;41;12,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,lexical,5,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,p0001;p0002;p0003,1;41;12;19;27,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,lexical,8,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,p0001;p0002;p0003,1;41;12;19;27;30;38;4,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,lexical,16,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,p0001;p0002;p0003;p0005;p0006,1;41;12;19;27;30;38;4;8;34;0;14;23;2;26;5,5.0,3.0,1.0,1.0,0.6,1.0,0.7499999999999999,0.4
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,dense,3,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,p0003;p0001;p0002,2;1;24,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,dense,5,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,p0003;p0001;p0002,2;1;24;28;35,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,dense,8,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,p0003;p0001;p0002;p0004,2;1;24;28;35;39;13;20,4.0,3.0,1.0,1.0,0.75,1.0,0.8571428571428571,0.25
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,dense,16,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,p0003;p0001;p0002;p0004;p0007;p0008;p0009,2;1;24;28;35;39;13;20;9;44;15;31;3;29;40;27,7.0,3.0,1.0,1.0,0.42857142857142855,1.0,0.6,0.5714285714285714
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,hybrid,3,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,p0001;p0002;p0003,1;2;27,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,hybrid,5,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,p0001;p0002;p0003,1;2;27;38;20,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,hybrid,8,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,p0001;p0002;p0003;p0004,1;2;27;38;20;13;12;9,4.0,3.0,1.0,1.0,0.75,1.0,0.8571428571428571,0.25
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,hybrid,16,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,p0001;p0002;p0003;p0004,1;2;27;38;20;13;12;9;19;35;24;39;41;28;31;29,4.0,3.0,1.0,1.0,0.75,1.0,0.8571428571428571,0.25
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,iterative,3,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,,12;27;38,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,iterative,5,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,p0001;p0002;p0003,12;27;38;1;23,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
hotpotqa_5ae22b8d554299234fd0440f,hotpotqa,hotpotqa_oncu_200,iterative,8,220,40,multi_hop,8000,front,medium,unknown,p0001;p0002;p0003,p0001;p0002;p0003,12;27;38;1;23;5;19;34,3.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0
