source,model_name,reasoning_type,context_length,evidence_position,evidence_density,distractor_similarity,long_method,score_field,score_no_evidence,score_oracle,score_long,n,cue_valid,cue_invalid_reason,cue_raw,cue_clipped,oncu_valid,oncu_invalid_reason,oncu_raw,oncu_clipped
hotpotqa,qwen2.5:14b,comparison,4000,end,medium,unknown,retrieve_then_read,exact_match,1.0,1.0,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,end,medium,unknown,direct,answer_f1,1.0,1.0,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,end,medium,unknown,retrieve_then_read,answer_f1,1.0,1.0,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,front,low,unknown,direct,exact_match_strict,0.0,0.3333333333333333,0.3333333333333333,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,front,low,unknown,retrieve_then_read,exact_match_strict,0.0,0.3333333333333333,0.3333333333333333,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,front,low,unknown,direct,answer_f1_strict,0.0,0.6,0.6,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,front,low,unknown,retrieve_then_read,answer_f1_strict,0.0,0.6,0.6,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,front,low,unknown,direct,exact_match_relaxed,0.0,0.3333333333333333,0.3333333333333333,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,front,low,unknown,retrieve_then_read,exact_match_relaxed,0.0,0.3333333333333333,0.3333333333333333,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,front,low,unknown,direct,answer_f1_relaxed,0.0,0.6,0.6,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,front,low,unknown,retrieve_then_read,answer_f1_relaxed,0.0,0.6,0.6,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,front,low,unknown,direct,exact_match,0.0,0.3333333333333333,0.3333333333333333,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,front,low,unknown,retrieve_then_read,exact_match,0.0,0.3333333333333333,0.3333333333333333,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,front,low,unknown,direct,answer_f1,0.0,0.6,0.6,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,front,low,unknown,retrieve_then_read,answer_f1,0.0,0.6,0.6,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,middle,low,unknown,direct,exact_match_strict,0.6666666666666666,1.0,1.0,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,middle,low,unknown,retrieve_then_read,exact_match_strict,0.6666666666666666,1.0,1.0,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,middle,low,unknown,direct,answer_f1_strict,0.6666666666666666,1.0,1.0,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,middle,low,unknown,retrieve_then_read,answer_f1_strict,0.6666666666666666,1.0,1.0,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,middle,low,unknown,direct,exact_match_relaxed,0.6666666666666666,1.0,1.0,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,middle,low,unknown,retrieve_then_read,exact_match_relaxed,0.6666666666666666,1.0,1.0,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,middle,low,unknown,direct,answer_f1_relaxed,0.6666666666666666,1.0,1.0,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,middle,low,unknown,retrieve_then_read,answer_f1_relaxed,0.6666666666666666,1.0,1.0,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,middle,low,unknown,direct,exact_match,0.6666666666666666,1.0,1.0,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,middle,low,unknown,retrieve_then_read,exact_match,0.6666666666666666,1.0,1.0,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,middle,low,unknown,direct,answer_f1,0.6666666666666666,1.0,1.0,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,middle,low,unknown,retrieve_then_read,answer_f1,0.6666666666666666,1.0,1.0,12,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,4000,middle,medium,unknown,direct,exact_match_strict,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,middle,medium,unknown,retrieve_then_read,exact_match_strict,1.0,1.0,0.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,middle,medium,unknown,direct,answer_f1_strict,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,middle,medium,unknown,retrieve_then_read,answer_f1_strict,1.0,1.0,0.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,middle,medium,unknown,direct,exact_match_relaxed,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,middle,medium,unknown,retrieve_then_read,exact_match_relaxed,1.0,1.0,0.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,middle,medium,unknown,direct,answer_f1_relaxed,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,middle,medium,unknown,retrieve_then_read,answer_f1_relaxed,1.0,1.0,0.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,middle,medium,unknown,direct,exact_match,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,middle,medium,unknown,retrieve_then_read,exact_match,1.0,1.0,0.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,middle,medium,unknown,direct,answer_f1,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,middle,medium,unknown,retrieve_then_read,answer_f1,1.0,1.0,0.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,scattered,low,unknown,direct,exact_match_strict,0.0,0.0,0.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,scattered,low,unknown,retrieve_then_read,exact_match_strict,0.0,0.0,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,scattered,low,unknown,direct,answer_f1_strict,0.2777777777777778,0.2777777777777778,0.2777777777777778,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,scattered,low,unknown,retrieve_then_read,answer_f1_strict,0.2777777777777778,0.2777777777777778,0.6666666666666666,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,scattered,low,unknown,direct,exact_match_relaxed,0.0,0.0,0.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,scattered,low,unknown,retrieve_then_read,exact_match_relaxed,0.0,0.0,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,scattered,low,unknown,direct,answer_f1_relaxed,0.2777777777777778,0.2777777777777778,0.2777777777777778,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,scattered,low,unknown,retrieve_then_read,answer_f1_relaxed,0.2777777777777778,0.2777777777777778,0.6666666666666666,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,scattered,low,unknown,direct,exact_match,0.0,0.0,0.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,scattered,low,unknown,retrieve_then_read,exact_match,0.0,0.0,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,scattered,low,unknown,direct,answer_f1,0.2777777777777778,0.2777777777777778,0.2777777777777778,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,4000,scattered,low,unknown,retrieve_then_read,answer_f1,0.2777777777777778,0.2777777777777778,0.6666666666666666,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,end,low,unknown,direct,exact_match_strict,0.3333333333333333,0.3333333333333333,0.6666666666666666,12,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,end,low,unknown,retrieve_then_read,exact_match_strict,0.3333333333333333,0.3333333333333333,0.6666666666666666,12,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,end,low,unknown,direct,answer_f1_strict,0.7222222222222222,0.8222222222222223,0.8888888888888888,12,True,,1.6666666666666647,1.0,True,,1.6666666666666647,1.0
hotpotqa,qwen2.5:14b,comparison,8000,end,low,unknown,retrieve_then_read,answer_f1_strict,0.7222222222222222,0.8222222222222223,0.8888888888888888,12,True,,1.6666666666666647,1.0,True,,1.6666666666666647,1.0
hotpotqa,qwen2.5:14b,comparison,8000,end,low,unknown,direct,exact_match_relaxed,0.3333333333333333,0.3333333333333333,0.6666666666666666,12,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,end,low,unknown,retrieve_then_read,exact_match_relaxed,0.3333333333333333,0.3333333333333333,0.6666666666666666,12,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,end,low,unknown,direct,answer_f1_relaxed,0.75,0.85,0.9166666666666666,12,True,,1.6666666666666667,1.0,True,,1.6666666666666667,1.0
hotpotqa,qwen2.5:14b,comparison,8000,end,low,unknown,retrieve_then_read,answer_f1_relaxed,0.75,0.85,0.9166666666666666,12,True,,1.6666666666666667,1.0,True,,1.6666666666666667,1.0
hotpotqa,qwen2.5:14b,comparison,8000,end,low,unknown,direct,exact_match,0.3333333333333333,0.3333333333333333,0.6666666666666666,12,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,end,low,unknown,retrieve_then_read,exact_match,0.3333333333333333,0.3333333333333333,0.6666666666666666,12,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,end,low,unknown,direct,answer_f1,0.7222222222222222,0.8222222222222223,0.8888888888888888,12,True,,1.6666666666666647,1.0,True,,1.6666666666666647,1.0
hotpotqa,qwen2.5:14b,comparison,8000,end,low,unknown,retrieve_then_read,answer_f1,0.7222222222222222,0.8222222222222223,0.8888888888888888,12,True,,1.6666666666666647,1.0,True,,1.6666666666666647,1.0
hotpotqa,qwen2.5:14b,comparison,8000,middle,low,unknown,direct,exact_match_strict,0.5,0.5,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,middle,low,unknown,retrieve_then_read,exact_match_strict,0.5,0.5,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,middle,low,unknown,direct,answer_f1_strict,0.5,0.5,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,middle,low,unknown,retrieve_then_read,answer_f1_strict,0.5,0.5,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,middle,low,unknown,direct,exact_match_relaxed,0.5,0.5,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,middle,low,unknown,retrieve_then_read,exact_match_relaxed,0.5,0.5,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,middle,low,unknown,direct,answer_f1_relaxed,0.5,0.5,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,middle,low,unknown,retrieve_then_read,answer_f1_relaxed,0.5,0.5,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,middle,low,unknown,direct,exact_match,0.5,0.5,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,middle,low,unknown,retrieve_then_read,exact_match,0.5,0.5,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,middle,low,unknown,direct,answer_f1,0.5,0.5,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,middle,low,unknown,retrieve_then_read,answer_f1,0.5,0.5,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,scattered,low,unknown,direct,exact_match_strict,0.5,0.5,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,scattered,low,unknown,retrieve_then_read,exact_match_strict,0.5,0.5,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,scattered,low,unknown,direct,answer_f1_strict,0.5,0.5,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,scattered,low,unknown,retrieve_then_read,answer_f1_strict,0.5,0.5,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,scattered,low,unknown,direct,exact_match_relaxed,0.5,0.5,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,scattered,low,unknown,retrieve_then_read,exact_match_relaxed,0.5,0.5,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,scattered,low,unknown,direct,answer_f1_relaxed,0.5,0.5,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,scattered,low,unknown,retrieve_then_read,answer_f1_relaxed,0.5,0.5,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,scattered,low,unknown,direct,exact_match,0.5,0.5,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,scattered,low,unknown,retrieve_then_read,exact_match,0.5,0.5,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,scattered,low,unknown,direct,answer_f1,0.5,0.5,1.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,scattered,low,unknown,retrieve_then_read,answer_f1,0.5,0.5,0.5,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,8000,scattered,medium,unknown,direct,exact_match_strict,0.0,1.0,1.0,4,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,8000,scattered,medium,unknown,retrieve_then_read,exact_match_strict,0.0,1.0,0.0,4,True,,0.0,0.0,True,,0.0,0.0
hotpotqa,qwen2.5:14b,comparison,8000,scattered,medium,unknown,direct,answer_f1_strict,0.0,1.0,1.0,4,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,8000,scattered,medium,unknown,retrieve_then_read,answer_f1_strict,0.0,1.0,0.0,4,True,,0.0,0.0,True,,0.0,0.0
hotpotqa,qwen2.5:14b,comparison,8000,scattered,medium,unknown,direct,exact_match_relaxed,0.0,1.0,1.0,4,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,8000,scattered,medium,unknown,retrieve_then_read,exact_match_relaxed,0.0,1.0,0.0,4,True,,0.0,0.0,True,,0.0,0.0
hotpotqa,qwen2.5:14b,comparison,8000,scattered,medium,unknown,direct,answer_f1_relaxed,0.0,1.0,1.0,4,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,8000,scattered,medium,unknown,retrieve_then_read,answer_f1_relaxed,0.0,1.0,0.0,4,True,,0.0,0.0,True,,0.0,0.0
hotpotqa,qwen2.5:14b,comparison,8000,scattered,medium,unknown,direct,exact_match,0.0,1.0,1.0,4,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,8000,scattered,medium,unknown,retrieve_then_read,exact_match,0.0,1.0,0.0,4,True,,0.0,0.0,True,,0.0,0.0
hotpotqa,qwen2.5:14b,comparison,8000,scattered,medium,unknown,direct,answer_f1,0.0,1.0,1.0,4,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,8000,scattered,medium,unknown,retrieve_then_read,answer_f1,0.0,1.0,0.0,4,True,,0.0,0.0,True,,0.0,0.0
hotpotqa,qwen2.5:14b,comparison,16000,front,low,unknown,direct,exact_match_strict,0.0,0.0,0.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,front,low,unknown,retrieve_then_read,exact_match_strict,0.0,0.0,0.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,front,low,unknown,direct,answer_f1_strict,0.3333333333333333,0.6666666666666666,0.6666666666666666,8,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,16000,front,low,unknown,retrieve_then_read,answer_f1_strict,0.3333333333333333,0.6666666666666666,0.3333333333333333,8,True,,0.0,0.0,True,,0.0,0.0
hotpotqa,qwen2.5:14b,comparison,16000,front,low,unknown,direct,exact_match_relaxed,0.0,0.0,0.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,front,low,unknown,retrieve_then_read,exact_match_relaxed,0.0,0.0,0.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,front,low,unknown,direct,answer_f1_relaxed,0.3333333333333333,0.6666666666666666,0.6666666666666666,8,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,16000,front,low,unknown,retrieve_then_read,answer_f1_relaxed,0.3333333333333333,0.6666666666666666,0.3333333333333333,8,True,,0.0,0.0,True,,0.0,0.0
hotpotqa,qwen2.5:14b,comparison,16000,front,low,unknown,direct,exact_match,0.0,0.0,0.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,front,low,unknown,retrieve_then_read,exact_match,0.0,0.0,0.0,8,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,front,low,unknown,direct,answer_f1,0.3333333333333333,0.6666666666666666,0.6666666666666666,8,True,,1.0,1.0,True,,1.0,1.0
hotpotqa,qwen2.5:14b,comparison,16000,front,low,unknown,retrieve_then_read,answer_f1,0.3333333333333333,0.6666666666666666,0.3333333333333333,8,True,,0.0,0.0,True,,0.0,0.0
hotpotqa,qwen2.5:14b,comparison,16000,middle,low,unknown,direct,exact_match_strict,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,middle,low,unknown,retrieve_then_read,exact_match_strict,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,middle,low,unknown,direct,answer_f1_strict,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,middle,low,unknown,retrieve_then_read,answer_f1_strict,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,middle,low,unknown,direct,exact_match_relaxed,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,middle,low,unknown,retrieve_then_read,exact_match_relaxed,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,middle,low,unknown,direct,answer_f1_relaxed,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,middle,low,unknown,retrieve_then_read,answer_f1_relaxed,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,middle,low,unknown,direct,exact_match,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
hotpotqa,qwen2.5:14b,comparison,16000,middle,low,unknown,retrieve_then_read,exact_match,1.0,1.0,1.0,4,False,oracle_not_above_no_evidence,,,False,oracle_not_above_no_evidence,,
