sample_id,source,dataset_name,retriever,top_k,chunk_size,overlap,reasoning_type,context_length,evidence_position,evidence_density,distractor_similarity,gold_evidence_ids,retrieved_evidence_ids,retrieved_chunk_indices,retrieved_passage_count,gold_passage_count,oracle_hit_rate,full_chain_coverage,retrieval_precision,retrieval_recall,retrieval_f1,distractor_id_rate
2wikimultihopqa_8813f87c0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,hybrid,8,220,40,multi_hop,4000,front,low,unknown,p0001;p0002,p0001;p0002,0;21;11;3;13;16;5;19,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_8813f87c0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,hybrid,16,220,40,multi_hop,4000,front,low,unknown,p0001;p0002,p0001;p0002;p0003;p0004;p0005;p0006;p0007;p0008,0;21;11;3;13;16;5;19;6;18;9;2;14;10;1;7,8.0,2.0,1.0,1.0,0.25,1.0,0.4,0.75
2wikimultihopqa_8813f87c0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,iterative,3,220,40,multi_hop,4000,front,low,unknown,p0001;p0002,p0001;p0002,0;21;16,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_8813f87c0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,iterative,5,220,40,multi_hop,4000,front,low,unknown,p0001;p0002,p0001;p0002,0;21;16;5;13,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_8813f87c0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,iterative,8,220,40,multi_hop,4000,front,low,unknown,p0001;p0002,p0001;p0002,0;21;16;5;13;3;11;19,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_8813f87c0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,iterative,16,220,40,multi_hop,4000,front,low,unknown,p0001;p0002,p0001;p0002;p0003;p0004;p0005;p0006;p0007;p0008,0;21;16;5;13;3;11;19;18;6;9;14;2;7;10;15,8.0,2.0,1.0,1.0,0.25,1.0,0.4,0.75
2wikimultihopqa_8813f87c0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,oracle,3,220,40,multi_hop,4000,front,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_8813f87c0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,oracle,5,220,40,multi_hop,4000,front,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_8813f87c0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,oracle,8,220,40,multi_hop,4000,front,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_8813f87c0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,oracle,16,220,40,multi_hop,4000,front,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,lexical,3,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,21;22;38,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,lexical,5,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,21;22;38;30;44,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,lexical,8,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,21;22;38;30;44;36;7;19,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,lexical,16,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,21;22;38;30;44;36;7;19;0;34;23;42;17;32;9;11,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,dense,3,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,22;11;34,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,dense,5,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002;p0010,22;11;34;16;30,3.0,2.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.3333333333333333
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,dense,8,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002;p0010,22;11;34;16;30;27;7;4,3.0,2.0,1.0,1.0,0.6666666666666666,1.0,0.8,0.3333333333333333
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,dense,16,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002;p0010;p0003;p0004;p0005,22;11;34;16;30;27;7;4;42;13;0;26;36;41;23;19,6.0,2.0,1.0,1.0,0.3333333333333333,1.0,0.5,0.6666666666666666
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,hybrid,3,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,22;30;34,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,hybrid,5,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,22;30;34;7;11,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,hybrid,8,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,22;30;34;7;11;36;0;42,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,hybrid,16,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002;p0003;p0004;p0005,22;30;34;7;11;36;0;42;19;38;4;23;13;27;44;21,5.0,2.0,1.0,1.0,0.4,1.0,0.5714285714285715,0.6
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,iterative,3,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001,21;44;36,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,iterative,5,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001,21;44;36;17;38,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,iterative,8,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001,21;44;36;17;38;32;19;9,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,iterative,16,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001,21;44;36;17;38;32;19;9;40;0;42;23;28;2;34;5,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,oracle,3,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,oracle,5,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,oracle,8,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_61a46987092f11ebbdaeac1f6bf848b6,2wikimultihopqa,twowiki_oncu_500,oracle,16,220,40,comparison,8000,middle,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,lexical,3,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,62;18;16,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,lexical,5,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,62;18;16;50;87,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,lexical,8,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,62;18;16;50;87;55;40;11,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,lexical,16,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,62;18;16;50;87;55;40;11;72;6;57;80;45;4;33;64,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,dense,3,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,76;46;24,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,dense,5,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,76;46;24;55;2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,dense,8,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,76;46;24;55;2;20;4;80,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,dense,16,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,76;46;24;55;2;20;4;80;42;37;68;75;43;9;64;54,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,hybrid,3,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,55;80;4,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,hybrid,5,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,55;80;4;46;11,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,hybrid,8,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,55;80;4;46;11;20;16;2,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,hybrid,16,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,55;80;4;46;11;20;16;2;50;64;6;43;72;65;79;21,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,iterative,3,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,62;18;40,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,iterative,5,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,62;18;40;64;79,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,iterative,8,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,62;18;40;64;79;57;20;35,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,iterative,16,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,,62;18;40;64;79;57;20;35;15;50;87;52;16;6;55;72,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,oracle,3,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,oracle,5,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,oracle,8,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_e2a3bf2a0bdd11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,oracle,16,220,40,multi_hop,16000,end,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,lexical,3,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001,1;18;20,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,lexical,5,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001,1;18;20;2;9,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,lexical,8,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001,1;18;20;2;9;0;16;11,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,lexical,16,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001;p0004;p0005;p0006;p0007;p0008;p0009;p0010,1;18;20;2;9;0;16;11;4;13;5;14;7;17;8;15,8.0,2.0,1.0,0.0,0.125,0.5,0.2,0.875
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,dense,3,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001,1;9;18,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,dense,5,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001,1;9;18;20;11,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,dense,8,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001,1;9;18;20;11;2;4;0,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,dense,16,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001;p0004;p0005;p0006;p0007;p0008;p0009;p0003,1;9;18;20;11;2;4;0;16;13;7;6;14;5;15;12,8.0,2.0,1.0,0.0,0.125,0.5,0.2,0.875
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,hybrid,3,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001,1;18;9,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,hybrid,5,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001,1;18;9;20;2,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,hybrid,8,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001,1;18;9;20;2;11;0;4,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,hybrid,16,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001;p0004;p0005;p0006;p0007;p0008;p0009;p0003,1;18;9;20;2;11;0;4;16;13;7;5;14;6;15;17,8.0,2.0,1.0,0.0,0.125,0.5,0.2,0.875
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,iterative,3,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001,1;5;18,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,iterative,5,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001,1;5;18;14;0,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,iterative,8,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001,1;5;18;14;0;12;16;2,1.0,2.0,1.0,0.0,1.0,0.5,0.6666666666666666,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,iterative,16,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001;p0010;p0004;p0005;p0006;p0007;p0008;p0009,1;5;18;14;0;12;16;2;20;17;3;9;21;8;7;11,8.0,2.0,1.0,0.0,0.125,0.5,0.2,0.875
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,oracle,3,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,oracle,5,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,oracle,8,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_0cd3bdea0bde11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,oracle,16,220,40,multi_hop,4000,scattered,low,unknown,p0001;p0002,p0001;p0002,0;1,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_f9dcb4a60bda11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,lexical,3,220,40,multi_hop,8000,front,low,unknown,p0001;p0002,p0001;p0002,1;2;19,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_f9dcb4a60bda11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,lexical,5,220,40,multi_hop,8000,front,low,unknown,p0001;p0002,p0001;p0002,1;2;19;22;25,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_f9dcb4a60bda11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,lexical,8,220,40,multi_hop,8000,front,low,unknown,p0001;p0002,p0001;p0002,1;2;19;22;25;28;31;34,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_f9dcb4a60bda11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,lexical,16,220,40,multi_hop,8000,front,low,unknown,p0001;p0002,p0001;p0002,1;2;19;22;25;28;31;34;37;40;43;4;7;10;13;0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_f9dcb4a60bda11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,dense,3,220,40,multi_hop,8000,front,low,unknown,p0001;p0002,p0001;p0002;p0003;p0004;p0005,1;44;14,5.0,2.0,1.0,1.0,0.4,1.0,0.5714285714285715,0.6
2wikimultihopqa_f9dcb4a60bda11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,dense,5,220,40,multi_hop,8000,front,low,unknown,p0001;p0002,p0001;p0002;p0003;p0004;p0005,1;44;14;2;5,5.0,2.0,1.0,1.0,0.4,1.0,0.5714285714285715,0.6
2wikimultihopqa_f9dcb4a60bda11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,dense,8,220,40,multi_hop,8000,front,low,unknown,p0001;p0002,p0001;p0002;p0003;p0004;p0005;p0009;p0010,1;44;14;2;5;8;11;16,7.0,2.0,1.0,1.0,0.2857142857142857,1.0,0.4444444444444445,0.7142857142857143
2wikimultihopqa_f9dcb4a60bda11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,dense,16,220,40,multi_hop,8000,front,low,unknown,p0001;p0002,p0001;p0002;p0003;p0004;p0005;p0009;p0010,1;44;14;2;5;8;11;16;17;20;23;26;29;32;35;38,7.0,2.0,1.0,1.0,0.2857142857142857,1.0,0.4444444444444445,0.7142857142857143
2wikimultihopqa_f9dcb4a60bda11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,hybrid,3,220,40,multi_hop,8000,front,low,unknown,p0001;p0002,p0001;p0002,1;2;19,2.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0
2wikimultihopqa_f9dcb4a60bda11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,hybrid,5,220,40,multi_hop,8000,front,low,unknown,p0001;p0002,p0001;p0002;p0009;p0010,1;2;19;16;22,4.0,2.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5
2wikimultihopqa_f9dcb4a60bda11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,hybrid,8,220,40,multi_hop,8000,front,low,unknown,p0001;p0002,p0001;p0002;p0009;p0010,1;2;19;16;22;25;44;28,4.0,2.0,1.0,1.0,0.5,1.0,0.6666666666666666,0.5
2wikimultihopqa_f9dcb4a60bda11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,hybrid,16,220,40,multi_hop,8000,front,low,unknown,p0001;p0002,p0001;p0002;p0009;p0010;p0003;p0004;p0005,1;2;19;16;22;25;44;28;17;14;5;31;20;8;18;34,7.0,2.0,1.0,1.0,0.2857142857142857,1.0,0.4444444444444445,0.7142857142857143
2wikimultihopqa_f9dcb4a60bda11eba7f7acde48001122,2wikimultihopqa,twowiki_oncu_500,iterative,3,220,40,multi_hop,8000,front,low,unknown,p0001;p0002,,19;22;25,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
